SiteYear,masterid,stationcode,sampledate,evaluator,hydromodcomments,fullyarmored,fullyarmoredcomments,area.SqMile,precip.Inch,valleyslope,valleywidth.Meter,giscomments,d50estimate,d50,d50comments,bankheightl1,bankheightl2,bankheightl3,bankheightr1,bankheightr2,bankheightr3,bankheightcomments,bankanglel1,bankanglel2,bankanglel3,bankangler1,bankangler2,bankangler3,bankanglecomments,streambedstate,streambedstatecomments,armoringpotential,armoringpotentialcomments,GradeCtrl.Hydromod,GradeCtrlComnts.Hydromod,lateralsusceptibilityl,lateralsusceptibilityr,lateralsusceptibilitycomments,Q10,VertSuscept,LatRatingL1,LatRatingL2,LatRatingL3,LatRatingR1,LatRatingR2,LatRatingR3,AverageLatSuscept,Year,stationname,latitude,longitude,huc,county,smcshed,smc_lu,psa_lu,probabilistic,new_lat,new_long,regionalboardnumber,psa6c,psa9c,psa10c,eco_ii_2010,eco_iii_2010,ag_2000_1k,ag_2000_5k,ag_2000_ws,code_21_2000_1k,code_21_2000_5k,code_21_2000_ws,urban_2000_1k,urban_2000_5k,urban_2000_ws,roaddens_1k,roaddens_5k,roaddens_ws,paved_int_1k,paved_int_5k,paved_int_ws,invdamdist,ag_2011_1k,ag_2011_5k,ag_2011_ws,urban_2011_1k,urban_2011_5k,urban_2011_ws,forest_2011_1k,forest_2011_5k,forest_2011_ws,pasture_2011_1k,pasture_2011_5k,pasture_2011_ws,row_crops_2011_1k,row_crops_2011_5k,row_crops_2011_ws,channeltype,structurewidth,structureshape,structureshapecomments,rightsideofstructure,rightvegetation,rightsidecomments,leftsideofstructure,leftvegetation,leftsidecomments,bottom,bottomcomments,vegetation,lowflowpresence,lowflowwidth,gradecontrolpresence,gradecontrollocation,GradeCtrlComnts.ChEn,channelmodcomments,CRAM.Index,CRAM.Biotic,CRAM.Buffer,CRAM.Hydrology,CRAM.Physical,csci,ASCI.diatoms,ASCI.hybrid,ASCI.sba,ipi,ipi_percentile,ev_flowhab,ev_flowhab_score,h_aqhab,h_aqhab_pred,h_aqhab_score,h_subnat,h_subnat_score,pct_safn,pct_safn_pred,pct_safn_score,xcmg,xcmg_pred,xcmg_score,ipi_qa,ev_flowhab_qa,h_aqhab_qa,h_subnat_qa,xcmg_qa,pct_rc
403M01500_2016,403M01500,403M01500,6/15/2016,Karin Wisenbaker,,Yes,NA,4.5,19.7,0.01,3956,,,-88,RC,0.6,0.6,0.6,0.6,0.6,0.6,,35,35,35,35,35,35,,C,,,NA,,NA,1,1,,18.91871804,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2016,FranklinBarranca u/s of DarlingRd,34.29132,-119.14776,403,Ventura,Santa Clara,Agricultural,Urban,TRUE,34.29043958,-119.147172,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.12665813,1.78919772,1.54928557,5,16,20,0,61,37,27,31,4.07833853,2.94231814,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,5 to 10 m,Trapezoidal,NA,Concrete,NA,NA,Concrete,NA,NA,Concrete,NA,No,Present,1 to 5 m,Absent,NA,NA,NA,39,25,62.5,41.67,25,0.43150489,0.500241468,0.462842984,0.535795321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01505_2015,403M01505,403M01505,6/29/2015,Karin Wisenbaker,,No,NA,0.1,20.2,0.004,605,,3,1.03,,0.55,0.6,0.65,0.55,0.6,0.65,NA,13,55,30,15,24,14,,B,NA,B,NA,C,NA,1,2,NA,0.703037317,LOW,LOW,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2015,Sespe Creek nr Jepson Wash,34.41709,-118.92546,403,Ventura,Santa Clara,Agricultural,Other,TRUE,34.41709,-118.92546,4,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30599446,1.99366001,0.37215838,2,33,106,0,41,12,1,7,1.1495,0.06655324,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Natural,left bank concrete; right bank natural,Earthen,Yes,NA,Concrete,No,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,NA,67,58.33,75,83.33,50,0.65127009,NA,NA,NA,0.81,0.06,20,1,26,1.31,1,27,1,65,49.28,0,67,134.25,0.36,0.05,0.3,0.55,0.05,0.45,75
403M01506_2015,403M01506,403M01506,6/17/2015,Karin Wisenbaker,,No,NA,1110,19.7,0.016,2396,Area above max value 850,5,5,,0.6,0.6,0.6,0.6,0.6,0.6,NA,5,40,20,20,10,75,,A,NA,,NA,,NA,4,4,NA,2280.488094,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2015,Santa Clara River u/s Torrey Rd,34.39739,-118.79347,403,Ventura,Santa Clara,Agricultural,Other,TRUE,34.39739,-118.79347,4,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61031582,1.9320181,1.38992992,2,44,1393,0,49,18,1,2,1.519211,4.068234,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,65,47.22,82.92,66.67,62.5,0.71906753,NA,NA,NA,0.9,0.21,15,1,21,1.01,1,20,1,57,41.75,0.59,51,134.25,0.26,0.05,0.3,0.55,0.05,0.5,1
403M01522_2016,403M01522,403M01522,6/29/2016,Karin Wisenbaker,,No,NA,437,21.5,0.006,511,,,0.05,FN,0.95,0.85,0.95,0.95,0.85,0.95,,20,18,20,20,30,20,,A,,,NA,,NA,4,4,,1084.062416,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2016,Piru Creek below Center St,34.41442,-118.78842,403,Ventura,Santa Clara,Agricultural,Other,TRUE,34.41438651,-118.7885512,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83352481,1.6001761,0.42343057,1,25,256,0,7,2,0,9,0.45832777,0.26842115,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,50 to 100 m,Natural,NA,Earthen bare,NA,NA,Earthen bare,NA,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,NA,70,77.78,86.42,66.67,50,0.40015611,0.85461813,0.924000698,1.049090594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01528_2016,403M01528,403M01528,6/15/2016,Karin Wisenbaker,,No,NA,5.1,19.4,0.006,3940,,,1,SA,0.9,0.9,0.9,0.9,0.9,0.9,,20,20,20,20,20,20,,A,,,NA,,NA,4,4,,20.84736685,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2016,Franklin Barranca in SCR at Hwy 118,34.27599,-119.14219,403,Ventura,Santa Clara,Agricultural,Ag,TRUE,34.27566173,-119.1436936,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95639931,3.28350445,2.0847709,3,13,23,0,11,54,29,61,14.024788,7.29131406,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,66,58.33,90.29,66.67,50,0.37462963,0.272396534,0.452558779,0.773641143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01538_2017,403M01538,403M01538,5/25/2017,Karin Wisenbaker,,No,,23.6,21.1,0.006,163,,NA,15,,0.45,0.35,0.7,0.35,0.35,0.9,,15,40,30,60,70,35,,A,NA,N/A,NA,N/A,NA,4,4,NA,84.33129252,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2017,,34.41199,-118.83067,403,Ventura,Santa Clara,Agricultural,Other,TRUE,34.41199,-118.83067,4,SC,SCx,SCx,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90561652,0.75006121,0.41140232,2,33,33,0,2,0,0,0,0.02373512,0.00884564,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,72,58.33,90.29,75,62.5,0.82583116,0.975576403,0.926158396,0.865274151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01539_2017,403M01539,403M01539,4/20/2017,Wendy Willis,,No,,9.4,27.6,0.01,530,,NA,70,,0.9,0.95,1,0.9,0.95,1,,35,50,43,45,62,28,,C,NA,N/A,NA,N/A,NA,3,2,NA,46.55636339,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,2017,,34.54733,-119.16554,403,Ventura,Santa Clara,Open,Other,TRUE,34.5489318,-119.16562,4,SC,SCm,SCm,Mountain,8,0,0,0,0,0.0676,0.4367,0,0,0,0,0,0.00975714,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,86,75,93.29,100,75,0.98606264,1.306182269,1.167299848,1.119258837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01553_2017,403M01553,403M01553,5/25/2017,Karin Wisenbaker,,No,,253,26.7,0.01,682,,NA,20,,0.55,0.75,0.2,1.35,0.95,0.2,,35,30,50,25,40,60,,B,NA,A,NA,C,NA,4,2,NA,796.134324,MEDIUM,HIGH,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2017,,34.43845,-118.92539,403,Ventura,Santa Clara,Agricultural,Other,TRUE,34.43765879,-118.9253197,4,SC,SCx,SCx,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53845644,0.98885654,0.2447475,5,23,93,0,35,2,0,2,0.59330539,0.04025162,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,72,72.22,86.42,66.67,62.5,1.003965,0.750467812,0.71407398,0.672661754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01560_2019,403M01560,403M01560,5/15/2019,Alexis Wallengren,,No,NA,1609.9,20.9,0.002,119,,-88,1.03,NA,0.7,0.7,0.7,0.7,0.7,0.7,,30,34,22,30,31,28,,A,,NR,NR,NR,,4,4,,3298.264703,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2019,,34.23545,-119.21253,403,Ventura,Santa Clara,Agricultural,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01565_2018,403M01565,403M01565,6/13/2018,Karin Wisenbaker,,No,NA,43.2,26.2,0.02,843,,,35,,3.5,3,3.5,2,2.4,2.5,,85,85,80,40,70,75,,B,,B,,C,NA,4,4,,168.5856783,MEDIUM,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2018,,34.38023,-119.06545,403,Ventura,Santa Clara,Urban,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,62,61.11,86.42,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01571_2019,403M01571,403M01571,6/19/2019,Alexis Wallengren,,No,NA,41.5,33.3,0.022,16,,-88,30,NA,0.65,0.65,0.65,0.65,0.65,0.65,,17,20,57,68,43,0,tree full of debris blocking right bank at K,C,,NR,NR,NR,,2,2,,195.813093,LOW,LOW,LOW,LOW,MEDIUM,LOW,Unk,LOW,2019,,34.58667,-119.27994,403,Ventura,Santa Clara,Open,Forest,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01580_2019,403M01580,403M01580,5/15/2019,Alexis Wallengren,,No,NA,1611,20.9,0,328,Two delineations required to represent the stream,-88,1.03,NA,0.7,0.7,0.7,0.7,0.7,0.7,,24,40,47,19,21,62,,A,,NR,NR,NR,,4,4,,3300.225259,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2019,,34.23495,-119.23075,403,Ventura,Santa Clara,Agricultural,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M01626_2018,403M01626,403M01626,6/13/2018,Karin Wisenbaker,,No,NA,22.1,27.2,0.036,231,,,40,,1,1.2,1.2,0.95,3,2.5,,10,10,15,11,80,80,,B,,C,,C,NA,3,5,,96.84944977,MEDIUM,MEDIUM,MEDIUM,MEDIUM,VERY HIGH,VERY HIGH,VERY HIGH,HIGH,2018,,34.43605,-119.0864,403,Ventura,Santa Clara,Open,Urban,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NR,NR,,NR,NR,,NR,NR,,NR,,NR,NR,NR,Absent,NR,,,69,61.11,90.29,75,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M05757_2015,403M05757,403M05757,6/29/2015,DO/MM,,No,NA,19.6,18.4,0.023893911,57,,NA,1.03,,1,1,1,1.5,1.5,1.5,NA,50,60,85,35,45,35,,B,NA,C,NA,C,NA,5,5,NA,64.56993204,MEDIUM,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2015,Bouquet Canyon,34.54518,-118.43467,403,Los Angeles,Santa Clara,Open,Other,TRUE,34.54518,-118.43467,4,SC,SCm,SCm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45364318,0.61544687,1.00167028,1,1,2,0,0,0,0,0,0.00668717,0.0902591,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,67,61.11,93.29,75,37.5,0.98408318,NA,NA,NA,0.85,0.12,19,1,31,1.06,1,32,1,64,41.8,0.19,67,134.25,0.36,0.05,0.3,0.55,0.05,0.5,26
403M05758_2015,403M05758,403M05758,6/29/2015,DO/MM,,No,NA,418,17.6,0.005970625,558,,NA,1.03,,2,1.5,1.5,1.5,1,1.5,NA,30,40,30,20,15,25,,A,NA,,NA,,NA,5,5,NA,893.9761711,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2015,Santa Clara River,34.43484,-118.61254,403,Los Angeles,Santa Clara,Agricultural,Other,TRUE,34.43484,-118.61254,4,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.20043605,6.13082296,2.33117675,0,36,846,0,11,2,0,19,43.30003,9.11415,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,76,72.22,90.29,66.67,75,0.81188221,NA,NA,NA,0.88,0.15,11,1,23,1.01,1,22,1,61,41.81,0.54,45,134.26,0.23,0.05,0.3,0.55,0.05,0.45,1
403M05771_2015,403M05771,403M05771,4/30/2015,DO/MM,,No,NA,60,15.5,0.029585799,70,,NA,1.03,,1.5,1.5,2,1.5,2,2,NA,30,35,25,20,35,20,,A,NA,,NA,,NA,5,5,NA,149.7630993,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2015,Gorman Creek,34.69939,-118.79476,403,Los Angeles,Santa Clara,Open,Other,TRUE,34.69939,-118.79476,4,SC,SCm,SCm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65459173,1.324798,1.01985878,3,15,70,0,0,0,0,8,1.53431,1.16606,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,75,77.78,92.04,66.67,62.5,0.8854396,NA,NA,NA,0.82,0.08,14,1,21,1.04,1,23,1,56,41.81,0.4,37,134.25,0.18,0.05,0.3,0.55,0.05,0.45,17
403M05774_2016,403M05774,403M05774,6/22/2016,Damon Owen,,No,NA,419,17.6,0.004,1214,,,-88,,1.5,1.5,1.5,1.5,2,2,,40,35,40,35,35,40,,A,,,NA,,NA,2,2,,895.8365502,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2016,Santa Clara R. 1.3km. u/s of conf. w. Castaic,34.42692,-118.62067,403,Los Angeles,Santa Clara,Agricultural,Other,TRUE,34.42692974,-118.6206621,NA,SC,SCx,SCx,Xeric,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34204907,5.721323,2.12067969,1,38,851,0,0,2,0,7,39.09863143,9.10025264,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,74,66.67,90.29,75,62.5,0.77506148,0.941753595,0.7052507,0.584903186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M05780_2016,403M05780,403M05780,5/26/2016,Damon Owen,,No,NA,46.2,22,0.012,40,,,-88,,4,1,1.5,1.5,1.5,1.5,,50,25,30,35,25,30,,A,,,NA,,NA,2,2,,156.2290552,High,HIGH,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2016,Elizibeth Creek 650m. u/s of USFS 6N24,34.60452,-118.55686,403,Los Angeles,Santa Clara,Open,Other,TRUE,34.60359809,-118.5562762,NA,SC,SCm,SCm,Mountain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14608948,0.02983009,0.0518124,NA,2,7,0,0,0,0,1,0.08176324,0.19828563,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Present,Within 10 m downstream,NA,NA,68,72.22,96.54,41.67,62.5,0.86151329,0.323092319,0.696969374,1.002817363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M05785_2017,403M05785,403M05785,6/6/2017,DO/NC,,No,,1,21.4,0.0739,9,,NA,-88,,3,1.5,2.5,1.5,2.5,1.5,,55,40,65,10,60,15,,C,NA,,NA,,NA,1,1,NA,5.448493398,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2017,,34.37091,-118.47199,403,Los Angeles,Santa Clara,SMC_out,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,74,55.56,100,91.67,50,NA,0.914425349,0.960010633,0.889775706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M05795_2017,403M05795,403M05795,6/5/2017,DO/NC,,No,,309,21.9,0.01,44,,NA,-88,,2,1.5,2.5,4,3,2,,35,35,75,65,90,25,,C,NA,,NA,,NA,3,3,NA,813.324152,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2017,,34.60898,-118.77961,403,Los Angeles,Santa Clara,Open,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,81,58.33,100,66.67,100,NA,0.534927556,0.645943605,0.703917615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M05832_2019,403M05832,403M05832,6/27/2019,Damon Owen,,No,NA,33.6,19.6,0.01,208,,-88,-88,NA,1,1.5,1.5,2,4,1,,35,35,35,65,75,20,,A,,NR,NR,NR,,5,5,,108.3453233,High,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,VERY HIGH,2019,,34.54997,-118.50855,403,Los Angeles,Santa Clara,Open,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403M05844_2019,403M05844,403M05844,6/20/2019,Damon Owen,,No,NA,58.2,22.1,0.014,22,,-88,-88,NA,1,1,2,2.5,1.5,2.5,,20,15,30,40,25,35,,A,,NR,NR,NR,,2,2,,191.656199,High,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,2019,,34.59423,-118.56356,403,Los Angeles,Santa Clara,Open,Other,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403R4S117_2015,403R4S117,403R4S117,4/28/2015,SM/WJ,,No,NA,18.1,19.7,0.024,41,,5,5,Not in file,0.2,0.19,0.2,0.2,0.2,0.2,NA,30,15,20,25,20,25,,A,NA,,NA,,NA,4,4,NA,63.50050481,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,2015,San Francisquito u/s of Power Plant,34.58739,-118.45116,403,Los Angeles,Santa Clara,Open,Other,TRUE,34.586969,-118.452648,4,SC,SCm,SCm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06710271,0.83762436,1.34281382,0,13,34,0,0,0,0,1,0.08838802,0.3013031,NA,NA,NA,NA,NA,NA,NA,NA,NA,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,71,75,82.92,75,50,0.79130276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403R4S137_2015,403R4S137,403R4S137,4/28/2015,SM/WJ,,Yes,NA,2.6,18.1,NA,NA,Upstream is now a housing project.  Parts rerouted and underground.,0,-88,Not in file,0.2,0.2,0.2,0.2,0.2,0.2,NA,25,30,30,20,30,30,,,NA,,NA,,NA,1,1,NA,10.99758023,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,2015,Plum Canyon Rd,34.44605,-118.4892,403,Los Angeles,Santa Clara,SMC_out,Other,TRUE,34.446055,-118.48921,4,SC,SCx,SCx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55414156,2.41443574,2.41443574,2,16,16,0,0,0,0,60,17.23371,17.23371,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,5 to 10 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NA,Present,Within Reach,NA,NA,30,25,30.17,41.67,25,0.39146867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403R4S193_2015,403R4S193,403R4S193,4/29/2015,SM,,No,NA,NA,NA,NA,NA,,15,15,Not in file,0.2,0.2,0.2,0.2,0.22,0.2,NA,25,10,25,20,15,15,,A,NA,C,NA,C,NA,3,3,NA,NA,High,Unk,Unk,Unk,Unk,Unk,Unk,NA,2015,Piru Creek 403R4S193,34.41722,-118.78927,403,Ventura,Santa Clara,Agricultural,Other,TRUE,34.419678,-118.78762,4,SC,SCx,SCx,Xeric,85,4,1,0,3.3835,3.8661,1.8924,0,0,0,2.231154,1.719151,0.418552,0,29,262,0,4,1,0,0,0.01138563,0.2672963,NA,NA,NA,NA,NA,NA,NA,NA,NA,Engineered,>100 m,Natural,NA,Grouted rock,Yes,NA,Earthen,Yes,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,Natural channel with rip-rap on right bank,80,77.78,80.63,75,87.5,0.64990438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
